title,image,upc,price,url
Set of 4 – Jewel Mini Set Snow Globes by CoolSnowGlobes,https://image.hjcloseouts.com/wp-content/uploads/2019/08/jewels-600x600.jpg,UPC: 672299208674,$12.00,https://www.hjcloseouts.com/product/set-of-4-jewel-mini-set-snow-globes-by-coolsnowglobes-2/
Prevent & Protect Posture Corrector Back Support – Unixex Size Small/Medium,https://image.hjcloseouts.com/wp-content/uploads/2019/09/prevent1-600x600.jpg,UPC: 672299266056,$3.00,https://www.hjcloseouts.com/product/prevent-protect-posture-corrector-back-support-unixex-size-small-medium/
Saks Fifth Avenue SARASOTA Florida Landmark Musical Snow Globe Ringling Brothers,https://image.hjcloseouts.com/wp-content/uploads/2019/08/sarasota-600x600.jpg,UPC: 672299048584,$11.70,https://www.hjcloseouts.com/product/saks-fifth-avenue-sarasota-florida-landmark-musical-snow-globe-ringling-brothers/
Reversible Naughty/Nice Santa Hat Green/Red,https://image.hjcloseouts.com/wp-content/uploads/2020/07/santahatnicenaughty-600x600.jpg,UPC: 739205303165,$1.50,https://www.hjcloseouts.com/product/reversible-naughty-nice-santa-hat-green-red-2/
RETRO GENEVA PUSH BUTTON DELUXE CORDED TELEPHONE WITH WALL BRACKET,https://image.hjcloseouts.com/wp-content/uploads/2019/08/genevaphone2-600x600.jpg,UPC: 672299186743,$5.00,https://www.hjcloseouts.com/product/retro-geneva-push-button-deluxe-corded-telephone-with-wall-bracket/
Red Robin Hamburger Stress Reliever,https://image.hjcloseouts.com/wp-content/uploads/2020/09/redrobinhamburger-600x600.jpg,UPC: ,$0.35,https://www.hjcloseouts.com/product/red-robin-hamburger-stress-reliever/
Pack of 3 Novelty Self-Adhesive Instant Eyebrows,https://image.hjcloseouts.com/wp-content/uploads/2020/01/eyebrows-600x600.jpg,UPC: 097138803085,$0.50,https://www.hjcloseouts.com/product/pack-of-3-novelty-self-adhesive-instant-eyebrows/
Nut & Bolt Salt And Pepper Shaker Set – Only $3.00/Set,https://image.hjcloseouts.com/wp-content/uploads/2019/08/nutboltsaltpepper1-600x600.jpg,UPC: 672299407817,$3.00,https://www.hjcloseouts.com/product/nut-bolt-salt-and-pepper-shaker-set-only-3-00-set/
Novelty Voodoo Doll Mini Friends Keychains,https://image.hjcloseouts.com/wp-content/uploads/2019/10/voodoo-600x600.jpg,UPC: 672299247406,$0.50,https://www.hjcloseouts.com/product/novelty-voodoo-doll-mini-friends-keychains-2/
Novelty Volleyball Stress Reliever Balls,https://image.hjcloseouts.com/wp-content/uploads/2020/02/volleyballstressreliever-600x600.jpg,UPC: ,$0.45,https://www.hjcloseouts.com/product/novelty-volleyball-stress-reliever-balls/
Novelty Mini Yellow Duck Hands Free Phone,https://image.hjcloseouts.com/wp-content/uploads/2019/11/duckphone-600x600.jpg,UPC: ,$3.00,https://www.hjcloseouts.com/product/novelty-mini-yellow-duck-hands-free-phone/
TRURIM Paint Brush Wiper/Rest – Snaps onto Gallon and Quart Size Paint Cans,https://image.hjcloseouts.com/wp-content/uploads/2019/08/paint-item-1-600x600.jpg,UPC: 672299231375,$0.35,https://www.hjcloseouts.com/product/trurim-paint-brush-wiper-rest-snaps-onto-gallon-and-quart-size-paint-cans/
Novelty Foam Watermelon Fruit Keychain,https://image.hjcloseouts.com/wp-content/uploads/2020/02/watermelonkeychain-600x600.jpg,UPC: ,$0.35,https://www.hjcloseouts.com/product/novelty-watermelon-fruit-keychain/
Novelty Foam Pineapple Keychain,https://image.hjcloseouts.com/wp-content/uploads/2020/02/pineapplekeychain-600x600.jpg,UPC: ,$0.35,https://www.hjcloseouts.com/product/novelty-foam-pineapple-keychain/
Novelty Foam Orange Basketball Keychain,https://image.hjcloseouts.com/wp-content/uploads/2020/02/basketballorangekeychain-600x600.jpg,UPC: ,$0.35,https://www.hjcloseouts.com/product/novelty-foam-orange-basketball-keychain/
Novelty Foam Brown Basketball Keychain,https://image.hjcloseouts.com/wp-content/uploads/2020/02/basketballbrownkeychain-600x600.jpg,UPC: ,$0.35,https://www.hjcloseouts.com/product/novelty-foam-brown-basketball-keychain/
Multi Purpose Brew N’ Chew Bottle Opener & Chew Opener Keychain Item#15400,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Brew-N-Snuff-Bottle-opener-600x600.jpg,UPC: 672299122826,$0.35,https://www.hjcloseouts.com/product/multi-purpose-brew-n-chew-bottle-opener-chew-opener-keychain-item15400/
NCAA Officially Licensed N.C. State University Musical Glass Waterglobe,https://image.hjcloseouts.com/wp-content/uploads/2019/08/NCAA-Officially-Licensed-N.C.-State-University-Musical-Glass-Waterglobe-600x600.jpg,UPC: 672299447554,$10.00,https://www.hjcloseouts.com/product/ncaa-officially-licensed-n-c-state-university-musical-glass-waterglobe/
Need Your Love So Bad Blue Tracks New Sealed Double Cassette,https://image.hjcloseouts.com/wp-content/uploads/2019/09/lovecassette-600x600.jpg,UPC: 672299190139,$0.50,https://www.hjcloseouts.com/product/need-your-love-so-bad-blue-tracks-new-sealed-double-cassette/
Misprint Watermelon Pop-Up Folding Fan,https://image.hjcloseouts.com/wp-content/uploads/2019/08/popupfanwtermelon-600x600.jpg,UPC: 672299193284,$1.00,https://www.hjcloseouts.com/product/misprint-watermelon-pop-up-folding-fan/
"Misprint Gadget Guy 3 in 1 Flashlight, Tape Measure & Bottle Opener Keychain",https://image.hjcloseouts.com/wp-content/uploads/2019/08/gadgetguy1-600x600.jpg,UPC: 672299379671,$0.35,https://www.hjcloseouts.com/product/misprint-gadget-guy-3-in-1-flashlight-tape-measure-bottle-opener-keychain/
Long Arm Fuzzy Animal Hats with Hand Pockets – Great Assortment,https://image.hjcloseouts.com/wp-content/uploads/2020/06/longarmanimalhat1-600x600.jpg,UPC: 739205718150,$4.00,https://www.hjcloseouts.com/product/long-arm-fuzzy-animal-hats-with-hand-pockets-great-assortment/
Light Idea – 25ct Battery Operated Thumbs-Up String Light – Item #91674,https://image.hjcloseouts.com/wp-content/uploads/2019/10/handstringlight-600x600.jpg,UPC: 92239916740,$2.50,https://www.hjcloseouts.com/product/light-idea-25ct-battery-operated-thumbs-up-string-light-item-91674-2/
Light Idea – 25ct Battery Operated Hot Air Balloon String Light – Item #91964,https://image.hjcloseouts.com/wp-content/uploads/2019/10/hotairballoon-600x600.jpg,UPC: 92239919642,$2.50,https://www.hjcloseouts.com/product/light-idea-25ct-battery-operated-hot-air-balloon-string-light-item-91964/
Misprint Cool Pineapple Pop-Up Folding Fan,https://image.hjcloseouts.com/wp-content/uploads/2019/10/popupfanpineapple-600x600.jpg,UPC: 672299431812,$1.00,https://www.hjcloseouts.com/product/misprint-cool-pineapple-pop-up-folding-fan/
Light Idea – 25ct Battery Operated Crown String Light – Item #91819,https://image.hjcloseouts.com/wp-content/uploads/2019/10/crownstringlight-600x600.jpg,UPC: 92239918195,$2.50,https://www.hjcloseouts.com/product/light-idea-25ct-battery-operated-crown-string-light-item-91819/
"Kollectico Shark Week – Whale Shark Bobblehead, Gray",https://image.hjcloseouts.com/wp-content/uploads/2019/08/sharkbobbleheadwhale-600x600.jpg,UPC: 672299132863,$4.50,https://www.hjcloseouts.com/product/kollectico-shark-week-whale-shark-bobblehead-gray/
"Kollectico Shark Week – Hammer Head Shark Bobblehead, Gray",https://image.hjcloseouts.com/wp-content/uploads/2019/08/sharkbobbleheadhammerhead-600x600.jpg,UPC: 672299229426,$4.50,https://www.hjcloseouts.com/product/kollectico-shark-week-hammer-head-shark-bobblehead-gray/
"Kollectico Shark Week – Great White Shark Bobblehead, Gray",https://image.hjcloseouts.com/wp-content/uploads/2019/08/sharkbobbleheadgreatwhite-600x600.jpg,UPC: 672299464025,$4.50,https://www.hjcloseouts.com/product/kollectico-shark-week-great-white-shark-bobblehead-gray/
Western Stagecoach “Together We’ll Go Far” Acrylic Keychain,https://image.hjcloseouts.com/wp-content/uploads/2019/08/horsekeychain-600x600.jpg,UPC: 672299291911,$0.30,https://www.hjcloseouts.com/product/western-stagecoach-together-well-go-far-acrylic-keychain/
Classy Silver Metal Keychain,https://image.hjcloseouts.com/wp-content/uploads/2019/09/classy-Silver-keychain-600x600.jpg,UPC: 672299215443,$0.50,https://www.hjcloseouts.com/product/classy-silver-metal-keychain/
Deluxe Silver Metal Pocket Knife Keychain with Scissors,https://image.hjcloseouts.com/wp-content/uploads/2019/08/deluxepocketknifekeychain-600x600.jpg,UPC: 672299084087,$0.50,https://www.hjcloseouts.com/product/deluxe-silver-metal-pocket-knife-keychain-with-scissors/
Velvet Animal Print Zippered Coin Purse Pouches with Keychain,https://image.hjcloseouts.com/wp-content/uploads/2019/08/coinpurseanimlaprint-600x600.jpg,UPC: 672299015418,$0.50,https://www.hjcloseouts.com/product/velvet-animal-print-zippered-coin-purse-pouches-with-keychain/
"Misprint Smiley Face 3 in 1 Metal Pocket Knife, Bottle Opener Keychain",https://image.hjcloseouts.com/wp-content/uploads/2019/09/smileybottleopener12-600x600.png,UPC: 672299334564,$0.50,https://www.hjcloseouts.com/product/misprint-smiley-face-3-in-1-metal-pocket-knife-bottle-opener-keychain/
JUSTINCITY Unisex Plush Pink Dinasour Onesie Adult Pajamas,https://image.hjcloseouts.com/wp-content/uploads/2020/02/dinosauronsie-600x600.jpg,UPC: ,$7.00,https://www.hjcloseouts.com/product/justincity-unisex-plush-pink-dinasour-onesie-adult-pajamas/
JUSTINCITY Unisex Plush Panda Onesie Adult Pajamas,https://image.hjcloseouts.com/wp-content/uploads/2020/02/justincitypanda-600x600.jpg,UPC: ,$7.00,https://www.hjcloseouts.com/product/justincity-unisex-plush-panda-onesie-adult-pajamas/
JUSTINCITY Unisex Plush Giraffe Onesie Adult Pajamas,https://image.hjcloseouts.com/wp-content/uploads/2020/02/giraffepajamas-600x600.jpg,UPC: ,$7.00,https://www.hjcloseouts.com/product/justincity-unisex-plush-giraffe-onesie-adult-pajamas/
Classic Deluxe Metal Keychains – Blue/Silver,https://image.hjcloseouts.com/wp-content/uploads/2019/11/keychainblue-600x600.jpg,UPC: ,$0.50,https://www.hjcloseouts.com/product/classic-deluxe-metal-keychains-assorted-colors/
3 LED Super Bright Round Metal Flashlight Keychains – Silver,https://image.hjcloseouts.com/wp-content/uploads/2019/08/flashlightkeychainsilverround1-600x600.jpg,UPC: 672299246683,$0.50,https://www.hjcloseouts.com/product/3-led-super-bright-round-metal-flashlight-keychains-silver/
American Bald Eagle Bronze Tone Polyresin Zipper Pull Item#32150,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Eagle-Zipper-Pull-on-zipper1-600x600.jpg,UPC: 672299349643,$0.32,https://www.hjcloseouts.com/product/american-bald-eagle-bronze-tone-polyresin-zipper-pull-item32150-2/
Hard Rock Guitar Pick Magnet Photo Picture Frame,https://image.hjcloseouts.com/wp-content/uploads/2019/10/guitarpickphotoframe-600x600.jpg,UPC: 672299260931,$0.65,https://www.hjcloseouts.com/product/hard-rock-guitar-pick-magnet-photo-picture-frame/
3 Light LED Super Bright Metal Flashlight Keychain – Silver Matte,https://image.hjcloseouts.com/wp-content/uploads/2019/08/flashlightsilver-1-600x600.jpg,UPC: 672299208292,$0.50,https://www.hjcloseouts.com/product/3-light-led-super-bright-metal-flashlight-keychain-silver-matte/
Misprint Single LED Flashlight Assorted Kechains,https://image.hjcloseouts.com/wp-content/uploads/2019/09/keychains-600x600.jpg,UPC: 672299219274,$0.20,https://www.hjcloseouts.com/product/misprint-single-led-flashlight-assorted-kechains/
SeaWorld Beluga Whale Acrylic Keychains,https://image.hjcloseouts.com/wp-content/uploads/2020/03/seaworldbeluga-600x600.jpg,UPC: ,$0.50,https://www.hjcloseouts.com/product/seaworld-beluga-whale-acrylic-keychains/
Mini Double-Sided Heart-Shaped Photo Frame Fashion Metal Keychain,https://image.hjcloseouts.com/wp-content/uploads/2019/09/photokeychainheart-600x600.jpg,UPC: 672299306431,$0.40,https://www.hjcloseouts.com/product/mini-double-sided-heart-shaped-photo-frame-fashion-metal-keychain/
Squishy Football Key Chain Stress Ball,https://image.hjcloseouts.com/wp-content/uploads/2019/09/footballkeychain-600x600.jpeg,UPC: 672299251328,$0.50,https://www.hjcloseouts.com/product/squishy-football-key-chain-stress-ball/
American Bald Eagle Bronze Tone Polyresin Zipper Pull Item#32150,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Eagle-Zipper-Pull-on-zipper1-600x600.jpg,UPC: 672299106703,$0.10,https://www.hjcloseouts.com/product/american-bald-eagle-bronze-tone-polyresin-zipper-pull-item32150-3/
Donald Trump Corkscrew – Novelty Wine Bottle Opener,https://image.hjcloseouts.com/wp-content/uploads/2020/08/donaldcorkscrew5-600x600.jpg,UPC: ,$6.00,https://www.hjcloseouts.com/product/donald-trump-corkscrew-novelty-wine-bottle-opener-3/
Foam Sports Ball Soft Volleyball Keychain,https://image.hjcloseouts.com/wp-content/uploads/2020/02/volleyballkeychain-600x600.jpg,UPC: ,$0.35,https://www.hjcloseouts.com/product/sports-ball-soft-volleyball-keychain/
COZY ZONE – SHORT ARM GRAY AND BROWN ANIMAL HAT,https://image.hjcloseouts.com/wp-content/uploads/2020/09/cozyzonewolf-scaled-600x600.jpg,UPC: 739205720481,$1.83,https://www.hjcloseouts.com/product/cozy-zone-short-arm-wolf-animal-hat/
Cozy Zone – Knit Holiday Penquin Hat (One Size Fits Most) – Pre-Priced $12.99,https://image.hjcloseouts.com/wp-content/uploads/2020/07/penquinhat-600x600.jpg,UPC: 739205303202,$2.50,https://www.hjcloseouts.com/product/cozy-zone-knit-holiday-penquin-hat-one-size-fits-most-pre-priced-12-99/
Decorative and Portable LED Bulb Light On A Pull-Rope – Cool White Light,https://image.hjcloseouts.com/wp-content/uploads/2020/10/ledpulllight-600x600.jpg,UPC: 739205303530,$1.50,https://www.hjcloseouts.com/product/decorative-and-portable-led-bulb-light-on-a-pull-rope-cool-white-light/
CHRISTMAS IN YOUR POCKET – POP UP LED CHRISTMAS TREE,https://image.hjcloseouts.com/wp-content/uploads/2019/08/christmasinyourpocket-600x600.jpg,UPC: 672299107182,$0.60,https://www.hjcloseouts.com/product/christmas-in-your-pocket-pop-up-led-christmas-tree-3/
Buddha to Go Miniature Cool Snow Globe by CoolSnowGlobes – Gold Buddha,https://image.hjcloseouts.com/wp-content/uploads/2019/09/buddhagold-600x600.jpg,UPC: 672299096844,$3.50,https://www.hjcloseouts.com/product/buddha-to-go-miniature-cool-snow-globe-by-coolsnowglobes-gold-buddha/
Buddha to Go Miniature Cool Snow Globe by CoolSnowGlobes – Crystal Buddha,https://image.hjcloseouts.com/wp-content/uploads/2019/08/buddhacrystal-600x600.jpg,UPC: 672299366824,$3.50,https://www.hjcloseouts.com/product/buddha-to-go-miniature-cool-snow-globe-by-coolsnowglobes-crystal-buddha/
Blue Hi-Top Canvas Sneaker Keychains – Minor Blemishes,https://image.hjcloseouts.com/wp-content/uploads/2019/08/sneakerkeychainblue-600x600.jpg,UPC: 672299492981,$0.50,https://www.hjcloseouts.com/product/blue-hi-top-canvas-sneaker-keychains-minor-blemishes/
Assorted Emoji PowerBanks – 2000mAh (Pre-Priced $24.99),https://image.hjcloseouts.com/wp-content/uploads/2020/11/emojipowerbank-600x600.jpg,UPC: 739205301208,$5.00,https://www.hjcloseouts.com/product/assorted-emoji-powerbanks-2000mah-pre-priced-24-99/
25ct Battery Operated Peace String Light – Item 91953,https://image.hjcloseouts.com/wp-content/uploads/2020/09/peace-600x600.jpg,UPC: ,$2.50,https://www.hjcloseouts.com/product/25ct-battery-operated-peace-string-light-item-91953/
25ct Battery Operated Flip Flops String Light – Item #91961,https://image.hjcloseouts.com/wp-content/uploads/2020/09/flipflops1-600x600.jpg,UPC: ,$2.50,https://www.hjcloseouts.com/product/25ct-battery-operated-flip-flops-string-light-item-91961/
25ct Battery Operated Copper Wire String Light (Green) – Item #92064,https://image.hjcloseouts.com/wp-content/uploads/2020/09/stringlightgreen1-600x600.jpg,UPC: ,$2.50,https://www.hjcloseouts.com/product/25ct-battery-operated-copper-wire-string-light-green-item-92064/
“High Roller” Party Card Picture Frame with Easel- Holds a 5″ x 7″ Photo,https://image.hjcloseouts.com/wp-content/uploads/2019/08/High-Roller-1-party-card-600x600.jpg,UPC: 672299094291,$0.40,https://www.hjcloseouts.com/product/high-roller-party-card-picture-frame-with-easel-holds-a-5-x-7-photo/
Nu & Nu Women’s Knee-High Nylon Trouser Socks – Size 9-11,https://image.hjcloseouts.com/wp-content/uploads/2019/08/trousersocks-600x600.jpg,UPC: 672299207462,$0.90,https://www.hjcloseouts.com/product/nu-nu-womens-knee-high-nylon-trouser-socks-size-9-11/
HONNS Women’s MaryJane Gloves Crocodile Noir (European Lambskin Palm),https://image.hjcloseouts.com/wp-content/uploads/2019/08/honnsmaryjane-600x600.jpg,UPC: 672299358416,$12.00,https://www.hjcloseouts.com/product/honns-womens-maryjane-gloves-crocodile-noir-european-lambskin-palm-2/
Ladies Super Warm Stretch Fleece Gloves – Assorted Colors,https://image.hjcloseouts.com/wp-content/uploads/2019/08/fleecegloves-1-600x600.jpg,UPC: 672299033214,$3.00,https://www.hjcloseouts.com/product/ladies-super-warm-stretch-fleece-gloves-assorted-colors/
Women’s Assorted Plush Socks – One Size Fits Most,https://image.hjcloseouts.com/wp-content/uploads/2019/08/plushsocks-600x600.jpg,UPC: 672299198975,$1.00,https://www.hjcloseouts.com/product/womens-assorted-plush-socks-one-size-fits-most/
“Vixen” Heavy Duty Red Fabric Garment Bag – 33″ x 21″,https://image.hjcloseouts.com/wp-content/uploads/2019/08/vixengarmentbag-600x600.jpg,UPC: 672299092563,$1.75,https://www.hjcloseouts.com/product/vixen-heavy-duty-red-fabric-garment-bag-33-x-21/
Wholesale High Fashion Women’s Adult Clothing – Ethnic Influenced,https://image.hjcloseouts.com/wp-content/uploads/2019/08/High-Fashion-Womens-Adult-Clothing-Ethnic-Influenced-600x600.jpg,UPC: 672299075849,$5.50,https://www.hjcloseouts.com/product/wholesale-high-fashion-womens-adult-clothing-ethnic-influenced/
Nu & Nu Women’s White Knee-High Nylon Rib Trouser Socks – Size 9-11,https://image.hjcloseouts.com/wp-content/uploads/2019/08/trousersockswhite1-600x600.jpg,UPC: 672299087460,$0.90,https://www.hjcloseouts.com/product/nu-nu-womens-white-knee-high-nylon-rib-trouser-socks-size-9-11/
Merit Women’s Silver Retro Digital Quartz Watch – Needs New Batteries,https://image.hjcloseouts.com/wp-content/uploads/2019/08/meritwomensilver-600x600.jpg,UPC: 672299290075,$2.00,https://www.hjcloseouts.com/product/merit-womens-silver-retro-digital-quartz-watch-needs-new-batteries/
Women’s High Fashion Assorted Knee-Hi’s – One Size fits Most,https://image.hjcloseouts.com/wp-content/uploads/2019/08/kneehi-600x600.jpg,UPC: 672299044586,$0.70,https://www.hjcloseouts.com/product/womens-high-fashion-assorted-knee-his-one-size-fits-most/
Women’s Sol Summer Shade Sunglasses,https://image.hjcloseouts.com/wp-content/uploads/2020/08/solsunglasses-600x600.jpg,UPC: 739205716804,$1.00,https://www.hjcloseouts.com/product/womens-sol-summer-shade-sunglasses/
Women’s Oversize Rhinestone Sunglasses – Black – Item #9950,https://image.hjcloseouts.com/wp-content/uploads/2019/10/rhinestonesunglasses-600x600.jpg,UPC: 672299066946,$1.00,https://www.hjcloseouts.com/product/womens-oversize-rhinestone-sunglasses-black-item-9950/
Women’s Chic Gold Accent Sunglasses – Item #1501,https://image.hjcloseouts.com/wp-content/uploads/2019/10/chicgoldsunglasses-600x600.jpg,UPC: 672299239418,$1.00,https://www.hjcloseouts.com/product/womens-chic-gold-accent-sunglasses-item-1501/
Wholesale Cosmetics 7-Color Eyeshadow Color Wheel with Applicator and Mirror,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Wholesale-Cosmetics-7-Color-Eyeshadow-Color-Wheel-with-Applicator-and-Mirror-600x600.jpg,UPC: 672299262294,$1.25,https://www.hjcloseouts.com/product/wholesale-cosmetics-7-color-eyeshadow-color-wheel-with-applicator-and-mirror/
Wholesale “The Golden Ring” – A Christmas Story Hard Green Cover Book,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Closeout-The-Golden-Ring-A-Christmas-Story-Hard-Green-Cover-Book-600x600.jpg,UPC: 672299347335,$1.50,https://www.hjcloseouts.com/product/wholesale-the-golden-ring-a-christmas-story-hard-green-cover-book-copy/
Pocket Size Spiral Sign Wave Jotter Pad w/ Stylus Pen – Red,https://image.hjcloseouts.com/wp-content/uploads/2020/12/jotterred-600x600.jpg,UPC: 672299225718,$0.80,https://www.hjcloseouts.com/product/pocket-size-spiral-sign-wave-jotter-pad-w-pen-red/
Pack of 6 Metal Angel Wing Candle Accent Decorations,https://image.hjcloseouts.com/wp-content/uploads/2019/11/angelwingcandleaccents-600x600.jpg,UPC: 814878018360,$1.00,https://www.hjcloseouts.com/product/pack-of-6-metal-angel-wing-candle-accents/
"Pack of 50 – Prong Paper Fasteners, 2 Inch Capacity, 3.15 Inch Base",https://image.hjcloseouts.com/wp-content/uploads/2019/08/prongpaperfastener1-600x600.jpg,UPC: 672299290150,$1.00,https://www.hjcloseouts.com/product/pack-of-50-prong-paper-fasteners-2-inch-capacity-3-15-inch-base/
Pack of 24 “Light Pink Dots” Scrapbooking Paper (12″ x 12″) – Only $2.00/Pack Item#1125PD,https://image.hjcloseouts.com/wp-content/uploads/2019/09/recollectionsbasics-600x600.jpg,UPC: 672299010901,$2.00,https://www.hjcloseouts.com/product/pack-of-24-light-pink-dots-scrapbooking-paper-12-x-12-only-2-00-pack-item1125pd/
Pack of 12 “Southern Hospitality” Scrapbooking Paper (12″ x 12″) – Only $1.00/Pack Item#1125SH,https://image.hjcloseouts.com/wp-content/uploads/2019/09/southerhospitality-600x600.jpg,UPC: 672299436466,$1.00,https://www.hjcloseouts.com/product/pack-of-12-southern-hospitality-scrapbooking-paper-12-x-12-only-1-00-pack-item1125sh/
Pack of 12 “Mom’s Diner” Scrapbooking Paper (12″ x 12″) – Only $1.00/Pack Item#1125MD,https://image.hjcloseouts.com/wp-content/uploads/2019/08/momsdiner-600x600.jpg,UPC: 672299162600,$1.00,https://www.hjcloseouts.com/product/pack-of-12-moms-diner-scrapbooking-paper-12-x-12-only-1-00-pack-item1125md/
Pack of 12 “Bright Lights Big City” Scrapbooking Paper (12″ x 12″) – Only $1.00/Pack 1125BC,https://image.hjcloseouts.com/wp-content/uploads/2019/09/brightlightsbigcity-600x600.jpg,UPC: 672299168268,$1.00,https://www.hjcloseouts.com/product/pack-of-12-bright-lights-big-city-scrapbooking-paper-12-x-12-only-1-00-pack-1125bc/
Pack of 12 “Bird Watching” Scrapbooking Paper (12″ x 12″) – Only $1.00/Pack Item#1125BW,https://image.hjcloseouts.com/wp-content/uploads/2019/09/birdwatching-600x600.jpg,UPC: 672299206410,$1.00,https://www.hjcloseouts.com/product/pack-of-12-bird-watching-scrapbooking-paper-12-x-12-only-1-00-pack-item1125bw/
Pack of 12 “Barnyard” Scrapbooking Paper (12″ x 12″) – Only $1.00/Pack Item#1125B,https://image.hjcloseouts.com/wp-content/uploads/2019/09/barnyard-600x600.jpg,UPC: 672299265110,$1.00,https://www.hjcloseouts.com/product/pack-of-12-barnyard-scrapbooking-paper-12-x-12-only-1-00-pack-item1125b/
Officially Licensed University of Kentucky Caution Tape -200 Ft,https://image.hjcloseouts.com/wp-content/uploads/2019/09/kentucky-600x600.jpg,UPC: 672299392281,$1.00,https://www.hjcloseouts.com/product/officially-licensed-university-of-kentucky-caution-tape-200-ft/
Officially Licensed louisville University Caution Tape – 200 Ft,https://image.hjcloseouts.com/wp-content/uploads/2019/09/louisville-600x600.jpg,UPC: 672299073814,$1.00,https://www.hjcloseouts.com/product/officially-licensed-louisville-university-caution-tape-200-ft/
Officially Licensed Iowa State University Caution Tape – 200 Ft,https://image.hjcloseouts.com/wp-content/uploads/2019/09/iowastate-600x600.jpg,UPC: 672299422292,$1.00,https://www.hjcloseouts.com/product/officially-licensed-iowa-state-university-caution-tape-200-ft/
Officially Licensed Florida State University Caution Tape – 200 Ft,https://image.hjcloseouts.com/wp-content/uploads/2019/09/floridastate-600x600.jpg,UPC: 672299439764,$1.00,https://www.hjcloseouts.com/product/officially-licensed-florida-state-university-caution-tape-200-ft/
Officially Licensed Arkansas University Caution Tape – 200 Ft,https://image.hjcloseouts.com/wp-content/uploads/2019/09/arkansas-600x600.jpg,UPC: 672299319868,$1.00,https://www.hjcloseouts.com/product/officially-licensed-arkansas-university-caution-tape-200-ft/
Novelty Road Rage Button – 6 Sounds,https://image.hjcloseouts.com/wp-content/uploads/2019/11/roadrage-600x600.jpg,UPC: 739205720320,$1.00,https://www.hjcloseouts.com/product/novelty-road-rage-button-6-sounds/
NFL New York Giants Hologram Button Pin,https://image.hjcloseouts.com/wp-content/uploads/2019/08/giantspin-600x600.jpg,UPC: 672299031104,$1.00,https://www.hjcloseouts.com/product/nfl-new-york-giants-hologram-button-pin/
NFL Indianapolis Colts Helmet Keychains With LED Light,https://image.hjcloseouts.com/wp-content/uploads/2019/09/nflkeychaincolts-600x600.jpg,UPC: 672299310063,$1.00,https://www.hjcloseouts.com/product/nfl-indianapolis-colts-helmet-keychains-with-led-light/
NFL Baltimore Ravens Helmet Keychains With LED Light,https://image.hjcloseouts.com/wp-content/uploads/2019/09/nflkeychainravens-600x600.jpg,UPC: 672299239982,$1.00,https://www.hjcloseouts.com/product/nfl-baltimore-ravens-helmet-keychains-with-led-light/
NFL Cincinnati Bengals Helmet Keychains With LED Light,https://image.hjcloseouts.com/wp-content/uploads/2019/09/nflkeychainbengals-600x600.jpg,UPC: 672299402355,$1.00,https://www.hjcloseouts.com/product/nfl-cincinnati-bengals-helmet-keychains-with-led-light/
Misprint Emoticon Pop-Up Folding Fan,https://image.hjcloseouts.com/wp-content/uploads/2019/08/foldingfansmilieface-600x600.jpg,UPC: 672299017894,$1.00,https://www.hjcloseouts.com/product/misprint-emoticon-pop-up-folding-fan-2/
Licensed NCAA University of South Carolina THERMOMETER MAGNET,https://image.hjcloseouts.com/wp-content/uploads/2019/08/USC-Thermometer-600x600.jpg,UPC: 672299141940,$1.00,https://www.hjcloseouts.com/product/licensed-ncaa-university-of-south-carolina-thermometer-magnet/
Licensed NCAA CLEMSON TIGERS THERMOMETER MAGNET,https://image.hjcloseouts.com/wp-content/uploads/2019/09/Clemson-Thermoneter-600x600.jpg,UPC: 672299077089,$1.00,https://www.hjcloseouts.com/product/licensed-ncaa-clemson-tigers-thermometer-magnet/
"KIDCO SAFETY STOVE KNOB STOPS, 5 PACK – Only $1.00/Pack",https://image.hjcloseouts.com/wp-content/uploads/2019/08/kidcostove1-600x600.jpg,UPC: 672299376625,$1.00,https://www.hjcloseouts.com/product/kidco-safety-stove-knob-stops-5-pack-only-1-00-pack/
Fashion Jewelry – Faux Leather Red Wrap Bracelet – Item #102727,https://image.hjcloseouts.com/wp-content/uploads/2019/08/leatherbraceletred-600x600.jpg,UPC: 672299452671,$1.00,https://www.hjcloseouts.com/product/fashion-jewelry-faux-leather-red-wrap-bracelet-item-102727/
Fashion Jewelry – Faux Leather Green Wrap Bracelet – Item #102730,https://image.hjcloseouts.com/wp-content/uploads/2019/10/leatherbraceletgreen-600x600.jpg,UPC: 672299441262,$1.00,https://www.hjcloseouts.com/product/fashion-jewelry-faux-leather-green-wrap-bracelet-item-102730/
Fashion Jewelry – Faux Leather Brown Wrap Bracelet – Item #102726,https://image.hjcloseouts.com/wp-content/uploads/2019/09/leatherbraceletbrown-600x600.jpg,UPC: 672299305601,$1.00,https://www.hjcloseouts.com/product/fashion-jewelry-faux-leather-brown-wrap-bracelet-item-102726/
