id,name,sku,upc,url_key,image,description,special_price,regular_price,tier_prices,min price,categories,status
42540,Multi-Color Narrow Striped Chindi Rug,OT868,731015246052,multi-color-narrow-striped-chindi-rug,"https://www.koleimports.com/media/catalog/product/O/T/OT868.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Revive your home with this Multi-color Striped Chindi Rug with its color and textures. The decorative area rug has fringes in each end and can be turned over for more extended usage. The rug is 20"" x 32"" in size. Its multi-color features make this rug visually interested. The carpet comes packaged loose with hanging header card. The rug is 100% cotton and woven from multi-color yarn. Color may vary. ,Multi-Color Narrow Striped Chindi Rug,",2,3.15,"2.63,2.39",2,"Bed & Bath, Bath Mats, Rugs & Grips",IN_STOCK
19261,Multi-Use Travel Pillow,OC270,731015190621,multi-use-travel-pillow,"https://www.koleimports.com/media/catalog/product/O/C/OC270-25731.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Take the stress out of travel with this multi-use travel pillow. Fleece lined pillow is filled with tension easing micro beads to soothe away your aches. Bends, twists and shapes into multiple positions making it the ideal traveling companion. Made of 100% polyester and measures 12&quot; in diameter.",4.27,6.47,"5.39,4.9",4.27,"Bed & Bath, Bedding",OUT_OF_STOCK
50362,"20"" x 32"" Multicolor Striped Rug w/Fringe",OP991,731015276530,20-x-32-multicolor-striped-rug-w-fringe,"https://www.koleimports.com/media/catalog/product/O/P/OP991.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","20"" x 32"" Multicolor Striped Rug w/Fringe,",,3.71,"3.09,2.81",2.81,"Bed & Bath, Bath Mats, Rugs & Grips",IN_STOCK
24088,"Toothbrush valet or caddy, black",ZZ301,731015129386,t-brush-valet-black-grey,"https://www.koleimports.com/media/catalog/product/Z/Z/ZZ301.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230",Here&#039;s a simple way to store toothbrushes on the bathroom sink. Simply place this valet on the counter and hang brushes in it to keep them clean and away from each other. This is a much more sanitary way to store toothbrushes over placing them in a drawer. Measures 5&quot; high.,,0.43,"0.36,0.33",0.33,"Bed & Bath, Toothbrush Holders",OUT_OF_STOCK
23612,4 Piece Sheet Fasteners,ZA053,731015145706,4-pc-sheet-fasteners,https://www.koleimports.com/media/catalog/product/placeholder/default/Untitled-4_1.jpg,4 Piece Sheet Fasteners,,1.13,"0.94,0.85",0.85,"Bed & Bath, Bedding",OUT_OF_STOCK
9293,Pillow Protectors,GR014,731015155613,pillow-protectors,"https://www.koleimports.com/media/catalog/product/G/R/GR014_2.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Help keep your pillows clean and your sleep restful and healthy with this 2-piece Pillow Protectors Set featuring waterproof pillow protectors made of non-woven breathable fabric that fit most standard-sized pillows. Care is easy - simply hand wash with mild soap and warm water or wipe clean with a damp cloth. Each piece measures approximately 28"" x 18"". Comes packaged in a hanging poly bag.,Pillow Protectors,Protector D/Almohada",,1.25,"1.05,0.95",0.95,"Bed & Bath, Bedding",IN_STOCK
29472,Multi-Purpose Contouring Massage Cushion,DD075,.,neck-massage-cushion,"https://www.koleimports.com/media/catalog/product/D/D/DD075.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Great for relaxation, this Multi-Purpose Massage Cushion is made to ease all your aches and pains. Made with soft, stretchable fabric, the cushion contours to various parts of your body. Use the massage cushion on your neck, legs and back. Simply place the cushion on your car seat or office chair for relaxation and lumbar support. Simple one click control. Measures approximately 13&quot; x 8&quot; x 4&quot;. Requires 2 AA batteries (not included).",17.99,21.59,"17.99,17.99",17.99,"Bed & Bath, Bedding",OUT_OF_STOCK
59087,Green Seaweed Natural Handmade Cake Soap,HP221,852369003037,green-seaweed-natural-handmade-cake-soap-hp221,https://www.koleimports.com/media/catalog/product/placeholder/default/Untitled-4_1.jpg,"Green Seaweed Natural Handmade Cake Soap,",,0.78,"0.65,0.59",0.59,"Personal Care, Body Wash & Lotion",IN_STOCK
56668,60 Pack Baby Wipes,GE513,731015282326,60-pack-baby-wipes-ge513,"https://www.koleimports.com/media/catalog/product/G/E/GE513.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","These Baby Wipes are not only great for helping keep you & your baby's bottom clean, but also to wipe off countertops, car surfaces, phone screens, spills, sticky surfaces, and much more! Suitable for most skin types, these fresh-scented wipes measure approximately 7.8"" x 5.9"" each. 60 wipes come packaged inside of a blue traditional rectangular wet wipe package with a resealable tab on top.,60 Pack Baby Wipes,",,1.98,"1.65,1.5",1.5,"Personal Care, Facial Cleaning Pads",IN_STOCK
18585,Dental Care Kit,OB591,731015175666,dental-care-kit,"https://www.koleimports.com/media/catalog/product/O/B/OB591.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Gentle on teeth and gums, this 8-piece Dental Care Kit comes with everything needed for a super smile! Set includes: toothbrush (medium bristle), tongue brush, dental mirror, dental pick, stain eraser and 3 toothpicks with floss. Comes in assorted colors.  Comes packaged in a blister pack.,Dental Care Kit,Juego Dental Ninos 8Pza",,2.09,"1.74,1.58",1.58,"Personal Care, Dental Care",IN_STOCK
2588,Shower & Hair Care Caps Set,BE089,731015054473,shower-hair-care-caps-set,"https://www.koleimports.com/media/catalog/product/B/E/BE089_1.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Protect your hair-do or at least prevent it from getting wet with this 8-piece Shower & Hair Care Caps Set featuring solid color plastic caps with elastic edges for a secure fit. There are 2 of each in colors purple, pink, blue and transparent. Caps are approximately 10"" diameter with opening diameter of 4 1/2"" in lax position. Comes packaged in a hanging poly bag.,Shower & Hair Care Caps Set,Gorro Plastico Para Bano 8Pzas",,1.25,"1.05,0.95",0.95,"Personal Care, Shower Caps",IN_STOCK
47224,Royal Blue Mesh Net Body Sponge,GR310,713733897402,royal-blue-mesh-net-body-sponge,"https://www.koleimports.com/media/catalog/product/G/R/GR310_1.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","This Royal Blue Mesh Net Body Sponge Loofa will have you feeling like royalty in the bath! It's an ideal, plush, thick loofa that will hold soap very well and make it easy for you to be fully lathered within seconds, cutting precious time out of your shower! It comes with a white handle so you don't drop it during use and can lather up with ease! The Body Sponge comes packaged with others in an open box countertop display.,Royal Blue Mesh Net Body Sponge,",,0.78,"0.65,0.59",0.59,"Closeouts, Personal Care, Loofahs & Shower Scrubs, Specials",IN_STOCK
32253,Odor Control Pet Training Pad Set,DI539,731015225323,odor-control-pet-training-pad-set,"https://www.koleimports.com/media/catalog/product/D/I/DI539.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Train your pet and keep your house clean and smelling fresh with this 3-piece Odor Control Pet Training Pad Set featuring super absorbent, multi-layered, leak-proof pads with quilted texture and plastic outer liners. Pads measure approximately 22"" x 22"". Comes packaged in a hanging poly bag.,Odor Control Pet Training Pad Set,",,1.33,"1.11,1.01",1.01,"Pet Supplies, Pet Cleanup",IN_STOCK
33096,Fabric Duck Dog Toy,OL386,731015228843,fabric-duck-dog-toy,"https://www.koleimports.com/media/catalog/product/O/L/OL386.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Ideal for fetching, gnawing and tossing, this Fabric Duck Dog Toy will activate your dog's animal instinct for hours of action-packed play.  Fun design features a durable fabric duck with a feathery neck ring, rope neck and legs loop, crinkle wings and a squeaker inside the body.  Measures approximately 17"" long.  Comes packaged to a hanging panel.  ,Fabric Duck Dog Toy,",,6.09,"5.07,4.61",4.61,"Pet Supplies, Pet Toys",IN_STOCK
47225,Yellow Mesh Net Body Sponge,GR311,713733898218,yellow-mesh-net-body-sponge,"https://www.koleimports.com/media/catalog/product/G/R/GR311_1.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","This Yellow Mesh Net Body Sponge Loofa will have you feeling sunny and like royalty in the bath! It's an ideal, plush, thick loofa that will hold soap very well and make it easy for you to be fully lathered within seconds, cutting precious time out of your shower! It comes with a white handle so you don't drop it during use and can lather up with ease! The Body Sponge comes packaged with others in an open box countertop display.,Yellow Mesh Net Body Sponge,",,0.78,"0.65,0.59",0.59,"Closeouts, Personal Care, Loofahs & Shower Scrubs, Specials",IN_STOCK
41094,Fashion Pink Woven Nylon Dog Leash,DI558,731015261888,fashion-pink-woven-nylon-dog-leash,"https://www.koleimports.com/media/catalog/product/D/I/DI558.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Walk your dog in style with this Fashion Pink Woven Nylon Dog Leash featuring a durable nylon leash in a fun, stylish design. Leash has a strong metal collar latch. Leash measures approximately 4' long. Comes in assorted styles: pink with purple stripe, pink and black checkered and pink with lime green dots. Comes packaged with a hang tag.,Fashion Pink Woven Nylon Dog Leash,",,1.2,"1,0.91",0.91,"Pet Supplies, Collars, Leashes & Harnesses",IN_STOCK
41145,Sheep Squeak Dog Toy,DI561,731015257256,sheep-squeak-dog-toy,"https://www.koleimports.com/media/catalog/product/D/I/DI561.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Provide hours of fun for your best friend with this Sheep Squeak Dog Toy featuring a cute animal toy made of durable plastic that satisfies a dog's natural urge to chew and is great for fetching, tossing and tugging. Fun design features a squeaky sheep with texture bumps on its body and painted details. Measures approximately 5"" x 2.5"". Comes in assorted colors: white and green. Comes packaged with a hang tag.,Sheep Squeak Dog Toy,",,1.33,"1.11,1.01",1.01,"Pet Supplies, Pet Toys",IN_STOCK
34438,Hands Free Dog Walking & Running Waist Belt,OL804,731015232284,hands-free-dog-walking-running-waist-belt,"https://www.koleimports.com/media/catalog/product/O/L/OL804-37080_1.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Go running or strolling with your pet with this Hands Free Dog Walking & Running Waist Belt featuring a hands free leash system that is designed for active people and active dogs. It is perfect for jogging, hiking and even puppy training. The leash is secured around your waist, leaving your hands completely free for whatever you need. Easy-to-use, strong nylon, fully adjustable belt and leash is durable yet comfortable. Leash hook is rotatable and leash connects to belt with a buckle that is easy to wear and remove. There is a quick release mechanism on belt so leash can be released immediately in case of emergency. Leash can be converted to a traditional hand-held leash. Traction leash is approximately 30""-55"" long; leash connect is 6.2"" long and waist belt fits waists 23""-39"".  One size fits all. Comes in assorted colors. Comes packaged to a hanging panel.,Hands Free Dog Walking & Running Waist Belt,",,3.35,"2.79,2.54",2.54,"Pet Supplies, Collars, Leashes & Harnesses",IN_STOCK
6608,Pet Thinning Scissors,DI118,731015165117,pet-thinning-scissors,"https://www.koleimports.com/media/catalog/product/D/I/DI118.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Give your pet some extra attention with these pet thinning scissors. They are designed for thinning hair, removing mats and general trimming without leaving a scissors mark. They measure approximately 6"" in length. Comes packaged in a blister pack.,Pet Thinning Scissors,Tijeras Para Mascota",,1.06,"0.88,0.8",0.8,"Pet Supplies, Pet Grooming",IN_STOCK
30320,Easy Clean Paw Print Pet Bowl Mat,OF456,731015216031,easy-clean-paw-print-pet-bowl-mat,"https://www.koleimports.com/media/catalog/product/O/F/OF456.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Eliminate clean-up time by containing your pet's food and water mess with this Easy Clean Paw Print Pet Bowl Mat featuring a cushioned mat in a paw print shape with an anti-slip bottom. Prevents your pet from pushing bowls around the room and helps protect floors from spills. Measures approximately 21"" x 17"". Comes in assorted colors.  Comes packaged to a hanging panel.,Easy Clean Paw Print Pet Bowl Mat,",,5.11,"4.26,3.87",3.87,"Pet Supplies, Pet Furniture",IN_STOCK
31843,Medium Size Round Plastic Pet Bowl,DI437,731015223886,medium-size-round-plastic-pet-bowl,"https://www.koleimports.com/media/catalog/product/D/I/DI437.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Perfect for food or water, this Medium Size Round Plastic Pet Bowl features a simple, classic design made of durable plastic in attractive colors. Holds 0.9 liter. Measures approximately 10.25"" x 3.25"" x 7.625"". Comes in assorted colors. Comes loose.,Medium Size Round Plastic Pet Bowl,",,0.91,"0.76,0.69",0.69,"Pet Supplies, Pet Bowls, Feeders & Waterers",IN_STOCK
45569,3 Ring Nylon Tug and Pull Dog Toy,DI595,731015273072,3-ring-nylon-tug-and-pull-dog-toy,"https://www.koleimports.com/media/catalog/product/D/I/DI595-1.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Your dog will love pulling, tugging and chewing on this 3 Ring Nylon Dog Toy. With the intertwined rings, your pet will spend hours gnawing and scratching.  Keeps your dog entertained and prevents him from tearing up furniture or shoes. Toy comes packaged on a hanging tie card.  Ring toy measures approximately 7.5"" x 9"" and is made of nylon with plush insides. ,3 Ring Nylon Tug and Pull Dog Toy,",,5.25,"4.38,3.98",3.98,"Pet Supplies, Pet Toys",IN_STOCK
19426,Long Dog Leash,OC435,731015194803,long-dog-leash,"https://www.koleimports.com/media/catalog/product/O/C/OC435-2.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Ideal for keeping control over your pet while you are out and about, this Long Dog Leash easily clips onto your dog's collar and has a loop on your end to keep a tight grip. Measures approximately 10' long (not including snap clip). Comes in assorted colors. Comes packaged with a hang tag.,Long Dog Leash,Correa Para Mascota",,3.08,"2.56,2.33",2.33,"Pet Supplies, Collars, Leashes & Harnesses",IN_STOCK
28566,Cat Teaser Wands,DI517,731015210299,cat-teaser-wands,"https://www.koleimports.com/media/catalog/product/D/I/DI517.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Fun for you and your cat, this 2-piece Cat Teaser Wands Set features soft, colorful plush tails on flexible plastic wands for exciting interactive play. Each wand measures approximately 13.5"" long. Comes packaged on a tie card.,Cat Teaser Wands,",,0.99,"0.83,0.75",0.75,"Pet Supplies, Pet Toys",IN_STOCK
28743,Dog Treat Launcher with Spring Action Trigger,OD947,731015211654,dog-treat-launcher-with-spring-action-trigger,"https://www.koleimports.com/media/catalog/product/O/D/OD947_1.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","For great interactive fun for you and your pet, fill this easy to load Dog Treat Launcher with treats, squeeze the spring action trigger and watch the treats fly up to 10 feet or more. No batteries required. Measures approximately 7"" x 4.25"". Comes packaged in a blister pack.,Dog Treat Launcher with Spring Action Trigger,",,5.32,"4.43,4.03",4.03,"Pet Supplies, Pet Bowls, Feeders & Waterers",IN_STOCK
42938,Plastic Pet Bowl,DI571,731015246274,plastic-pet-bowl,"https://www.koleimports.com/media/catalog/product/D/I/DI571-2.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Perfect to feed your pet. This plastic pet bowl comes in two classic colors: red and white. It will fit into your home perfectly. It also features four small rubber grip, to prevent the bowl from sliding. The container is approximately 6"" in diameter and fits 8 oz of water when filled to the top. The bowl comes packaged loose with a label.,Plastic Pet Bowl,",,1.02,"0.85,0.77",0.77,"Pet Supplies, Pet Bowls, Feeders & Waterers",IN_STOCK
45455,Catch & Scratch Pet Mat,OT996,731015272259,catch-scratch-pet-mat,"https://www.koleimports.com/media/catalog/product/O/T/OT996_1.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Tiny's Pet Products Catch & Scratch Pet Mat attracts your cat to this irresistible scratching pad.  Save your home furnishing while satisfying your cat's instincts to scratch. The 21"" x 17"" pet pad is 100% recyclable with a safe and durable construction. A regular check for wear and tear is recommended. It comes packaged with a panel and shrinkwrapped.,Catch & Scratch Pet Mat,",,5.19,"4.32,3.93",3.93,"Closeouts, Pet Supplies, Pet Toys, Specials",IN_STOCK
47813,Easy to Wear Dog Harness,DI685,731015274970,easy-to-wear-dog-harness,"https://www.koleimports.com/media/catalog/product/D/I/DI685.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","This Pet Harness is fantastic for helping to keep your beloved dog (or cat) secure when taking them on walks! It's not only super simple to wear with velcro and a buckle, but it's made of a very breathable black and gray mesh material to help keep your pet cool on sunny days or runs. This pet harness comes in size medium, meaning it fits a pet with a chest size of 16"" - 18"". Just walk their legs into the harness, attach a matching leash, and go have a blast with your pet! ,Easy to Wear Dog Harness,",,2.69,"2.24,2.04",2.04,"Closeouts, Pet Supplies, Collars, Leashes & Harnesses, Specials",IN_STOCK
45456,Auto Pet Net,OT997,731015272266,auto-pet-net,"https://www.koleimports.com/media/catalog/product/O/T/OT997-1.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Duke's Pet Products Auto Pet Net is perfect when cruising around town with your best buddy. The pet net fits most cars and is of durable material while easily folds for storage. The pet net approximately measures 24"" x 45"" in size and comes packaged in a polybag.,Auto Pet Net,",,6.3,"5.25,4.77",4.77,"Pet Supplies, Pet Furniture",IN_STOCK
30239,Self-Cleaning Pet Grooming Brush,DI242,731015215447,self-cleaning-pet-grooming-brush,"https://www.koleimports.com/media/catalog/product/D/I/DI242-33015_2.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Perfect to use on cats or dogs, this Self-Cleaning Pet Brush features flexible plastic bristles and a push button that instantly releases hair. Made of durable plastic. Measures approximately 5"" x 3"". Comes packaged with a hang tag.,Self-Cleaning Pet Grooming Brush,",,1.19,"0.99,0.9",0.9,"Pet Supplies, Pet Grooming",IN_STOCK
6730,Pet Flea Combs,DI400,731015122530,pet-flea-combs,"https://www.koleimports.com/media/catalog/product/D/I/DI400_1.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Perfect for cats or dogs, this 3-piece Pet Flea Combs Set helps remove irritating fleas. Combs come in bright colors: yellow, orange and magenta. Instructions for use are located on back of packaging. Each comb measures approximately 2"" x 3.25"". Comes packaged in a blister pack.,Pet Flea Combs,Peine Para Mascota Antipulgas",,1.33,"1.11,1.01",1.01,"Pet Supplies, Pet Grooming",IN_STOCK
45565,Dog Pitching Machine,DI591,731015273034,dog-pitching-machine,"https://www.koleimports.com/media/catalog/product/D/I/DI591.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","The foot-powered Dog Pitching Machine launches tennis balls in the air for your dog to catch and fetch.  Simply load the included tennis ball into the hole, stomp on the dog rubber dog launcher and watch your dog go crazy chasing down the ball.  No assembly required, and since it's foot-powered - no batteries needed.  Great for giving pets much needed exercise.  Dog launcher measures approximately 11""x 5.5"" x 4"".  Comes packaged in a hanging box. ,Dog Pitching Machine,",,7.27,"6.06,5.51",5.51,"Pet Supplies, Pet Toys",IN_STOCK
6680,Meat Lovers Squeaking Dog Toy,DI238,731015198771,meat-lovers-squeaking-dog-toy,"https://www.koleimports.com/media/catalog/product/D/I/DI238-27726.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Give dogs a ""tasty"" treat without the mess with these cute meat-themed Squeaking Dog Toys. Realistic toys measure approximately 6"" to 7.5"". Comes in three styles: hot dog, bitten hot dog and turkey leg. Comes packaged with a hang tag.,Meat Lovers Squeaking Dog Toy,Juguete/Mascota",,1.16,"0.97,0.88",0.88,"Pet Supplies, Pet Toys",IN_STOCK
6591,Deluxe Pet Food Scoop,DI095,731015056248,deluxe-pet-food-scoop,"https://www.koleimports.com/media/catalog/product/D/I/DI095-2.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Ideal for scooping dry food, this Deluxe Pet Food Scoop features a durable plastic scoop with measurement lines ranging from 1/2 cup to 2 cups. Scoops have hanging holes placed in the handles for easy storage. Measures approximately 12"" long with scoop measurements of 4.5"" x 6.75"" x 3.25"" deep. Comes in assorted colors. Comes loose.,Deluxe Pet Food Scoop,Cucharon Para Comida/Mascota",,1.57,"1.31,1.19",1.19,"Pet Supplies, Pet Bowls, Feeders & Waterers",IN_STOCK
30247,Cozy Plaid Pet Blanket with Fleece Padding,OF411,731015215348,cozy-plaid-pet-blanket-with-fleece-padding,"https://www.koleimports.com/media/catalog/product/O/F/OF411.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Give your pet a great place to lounge with this Cozy Plaid Pet Blanket featuring a durable woven plaid blanket with soft fleece padding underneath. Perfect for covering furniture and car seats to control pet hair. Measures approximately 27"" x 19"". Easy to clean and machine washable. Comes packaged in a poly bag.,Cozy Plaid Pet Blanket with Fleece Padding,",,6.51,"5.42,4.93",4.93,"Pet Supplies, Pet Furniture",IN_STOCK
28727,Medium Size Dog Tennis Balls Set,OD934,731015211524,medium-size-dog-tennis-balls-set,"https://www.koleimports.com/media/catalog/product/O/D/OD934.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Perfect for tossing, fetching and chewing, this 5-piece Dog Tennis Balls Set features felt tennis balls in various colors with paw print accents. Balls measure approximately 2.5"" in diameter. Comes packaged in a poly bag with a header card.,Medium Size Dog Tennis Balls Set,",,3.48,"2.9,2.64",2.64,"Pet Supplies, Pet Toys",IN_STOCK
43992,Dental Ring Play Toy,DI585,731015247257,dental-ring-play-toy,"https://www.koleimports.com/media/catalog/product/D/I/DI585-1.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Great for hours of action-packed fun, this Duke's Dental Dog Toy features a flexible, durable plastic tug toy with a large loop with teeth-cleaning texture bumps, a smaller center loop, and a comfortable handle. Measures approximately 7.5"" long x 3.5"" wide. Comes in assorted colors. Comes packaged with a hang tag.,Dental Ring Play Toy,",,1.06,"0.88,0.8",0.8,"Pet Supplies, Pet Toys",IN_STOCK
35371,Indoor Potty Trainer Tray,OS296,731015235681,indoor-potty-trainer-tray,"https://www.koleimports.com/media/catalog/product/O/S/OS296_1.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Great for pets that are kept home all day or can't go outdoors, this Indoor Potty Trainer Tray is a perfect solution for puppy training. Convenient design features anti-microbial, odor resistant 3-layer construction with removable, washable green turf on top, a removable drainage grill and an easy-clean liquid storage base. Measures approximately 18"" x 13"" x 2.125"" deep. Comes packaged in an individual box.  Box measures approximately 18.75"" x 2.5"" x 13.75"". ,Indoor Potty Trainer Tray,",,12.87,"10.73,9.75",9.75,"Pet Supplies, Pet Cleanup",IN_STOCK
45602,Doggy Pull Play Toy,DI597,731015273348,doggy-pull-play-toy,"https://www.koleimports.com/media/catalog/product/D/I/DI597.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Doggy Pull Play Toy,",,1.64,"1.36,1.24",1.24,"Pet Supplies, Pet Toys",IN_STOCK
35372,Reflective Dog Safety Jacket,OS297,731015235698,reflective-dog-safety-jacket,"https://www.koleimports.com/media/catalog/product/O/S/OS297.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Keep your dog safely seen while walking with this Reflective Dog Safety Jacket featuring a lightweight nylon neon yellow jacket with 5 reflective strips, an elastic chest strap and hook and loop closures. Comes in assorted sizes. Comes packaged in a hanging poly bag.,Reflective Dog Safety Jacket,",,3.15,"2.63,2.39",2.39,"Pet Supplies, Pet Apparel",IN_STOCK
30240,Food Theme Dog Squeak Toy,DI243,731015215454,food-theme-dog-squeak-toy,"https://www.koleimports.com/media/catalog/product/D/I/DI243-33035_1.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","For hours of action-packed fun, give your dog this Food Theme Dog Squeak Toy featuring a realistic meat-shaped squeezable squeak toy. Comes in assorted styles: bone, chicken leg, turkey leg and hot dog. Measures approximately 5"" to 7"" long. Comes packaged with a hang tag.,Food Theme Dog Squeak Toy,",,1.15,"0.96,0.87",0.87,"Pet Supplies, Pet Toys",IN_STOCK
54768,Insect Shaped Squeaking Pet Toy,DI696,731015277285,insect-shaped-squeaking-pet-toy-di696,"https://www.koleimports.com/media/catalog/product/D/I/DI696.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","This Insect-Shaped Squeaking Pet Toy is guaranteed to have your cat or dog running all around the house playing with this little guy! It's plush enough for your pet to be able to bite and rustle around with safely, but dense enough to be able to throw around and remain durable. It comes packaged alone, along with a tag. The insect is cubic and gray colored, with huge white eyes, white legs, and orange antennas.,Insect Shaped Squeaking Pet Toy,",,1.98,"1.65,1.5",1.5,"Closeouts, Pet Supplies, Pet Toys, Specials",IN_STOCK
38701,Dog Waste Bag Dispenser Countertop Display,OS948,731015250783,dog-waste-bag-dispenser-countertop-display,"https://www.koleimports.com/media/catalog/product/O/S/OS948.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Easily clean up after your pet with this Dog Waste Bag Dispenser featuring a durable plastic paw-shaped dispenser with a metal carabiner clip for easy attachment.  Dispenser includes 20 bags and is refillable.  Comes in assorted colors: blue, lime green and grey.  Measures approximately 3.25"" x 2"" with a 2"" clip.  Comes packaged with a hang tag.  Countertop display comes with 12 pieces.  ,Dog Waste Bag Dispenser Countertop Display,",,1.11,,1.11,"Pet Supplies, Pet Cleanup",IN_STOCK
6660,Adjustable Dog Harness,DI215,731015089697,adjustable-dog-harness,"https://www.koleimports.com/media/catalog/product/D/I/DI215-17858_173.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Gain more control over your dog's walking direction and attention with this Adjustable Dog Harness featuring a sturdy nylon harness that is adjustable in two areas. The dog harness tightens slightly across chest and shoulders which helps prevent pets from pulling on leash. Snap closures and adjustable buckles are made with durable black plastic and includes a metal D-ring for leash attachment. Comes in assorted colors. Comes packaged with a hang tag.,Adjustable Dog Harness,Arnes Para Mascota/Perro",,1.58,"1.32,1.2",1.2,"Pet Supplies, Collars, Leashes & Harnesses",IN_STOCK
28736,Self-Cleaning Pet Brush,OD940,731015211586,self-cleaning-pet-brush,"https://www.koleimports.com/media/catalog/product/O/D/OD940.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Perfect to use on cats or dogs, this Self-Cleaning Pet Brush features a durable plastic brush with a convenient design that releases hair with the press of a button. Measure approximately 7.5"" x 4.75"". Comes packaged in a clam shell.,Self-Cleaning Pet Brush,",,2.85,"2.38,2.16",2.16,"Pet Supplies, Pet Grooming",IN_STOCK
54726,6m Dog Chain,DI692,731015277155,6m-dog-chain-di692,"https://www.koleimports.com/media/catalog/product/D/I/DI692.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","This 20' Dog Chain keeps a good distance between you and your dog to allow them more freedom, but also sturdy enough to tug on, making it ideal for when you need more control of your furry friend. Great for exercising your dog on walks. Made of sturdy woven steel, with steel swivel non-tangle clips. Fits most dog collars and harnesses (not included). Comes in the color dark red. Leashes come packaged in a hanging blister pack. Designed for dogs up to 50 pounds large.,6m Dog Chain,",,5.64,"4.7,4.27",4.27,"Pet Supplies, Collars, Leashes & Harnesses",IN_STOCK
30164,Pet Waste Refill Bags,DI537,731015203277,pet-waste-refill-bags,"https://www.koleimports.com/media/catalog/product/D/I/DI537_1.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","Perfect for keeping dispensers filled, this 3-piece Pet Waste Refill Bags Set features lightweight plastic bags on compact rolls. Each roll comes with 15 bags for a total of 45 bags. Comes in assorted colors. Comes packaged in a blister pack.,Pet Waste Refill Bags,",0.87,1.33,"1.11,1.01",0.87,"Pet Supplies, Pet Cleanup",IN_STOCK
6718,Reflective Dog Leash,DI375,731015101924,reflective-dog-leash-325,"https://www.koleimports.com/media/catalog/product/D/I/DI375_1.jpg?quality=80&bg-color=255,255,255&height=230&width=265&canvas=265:230","A great pet accessory for those who walk pets in early morning or late hours, this Reflective Dog Leash helps make sure motorists see you and your pet. Each leash has a matching reflective surface. Leashes are approximately 4' long with a 2.25"" snap clip that attaches to most collars. Reflective area is 11.5"" long. Comes in assorted colors. Comes packaged to a tie card.,Reflective Dog Leash,Correa Para Mascota/Perro",,1.24,"1.03,0.94",0.94,"Pet Supplies, Collars, Leashes & Harnesses",IN_STOCK
